experiment_type,plot_type,dataset,horizon,seed,rmse_per,rmse_last,delta_rmse,delta_rmse_pct,delta_cka_global,delta_grad_align_all,top_pick_score
W1,forest_plot,ETTm1,192,5,3.070845928882318,3.20420127092649,0.133355342044172,4.161890304899995,0.02739667423217862,0.0028100773719689004,2.6183773730710334
W1,forest_plot,ETTm1,192,7,3.0890351405690435,3.1835961464714906,0.09456100590244709,2.970257581422597,0.02856832856577496,-0.0080895320660646,-2.421167392720272
W1,forest_plot,ETTm1,192,11,3.071568821718031,3.174344158770103,0.10277533705207187,3.2376872800047014,0.030404282308764463,0.0028732287514412003,0.742871454613195
W1,forest_plot,ETTm1,192,13,3.0777136823159723,3.1799544238777155,0.10224074156174323,3.215163739267317,0.045299196409472664,0.0019104429412785998,1.1795523818903284
W1,forest_plot,ETTm1,192,17,3.0800275006243125,3.1566749513296504,0.07664745070533785,2.428107166151286,0.004438355056161081,-0.0018729304973389,-3.3435632638052812
W1,forest_plot,ETTm1,192,19,3.071244969377446,3.1542400343175845,0.08299506494013853,2.6312222290366813,0.05211731821903365,0.0086693451394544,1.7528244186106114
W1,forest_plot,ETTm1,192,23,3.072189417413465,3.178936693932158,0.1067472765186932,3.357955404473723,0.017866071192010335,0.0012332300269217,0.0416591209368633
W1,forest_plot,ETTm1,336,42,3.220167421999671,3.3006146812169312,0.08044725921726004,2.4373417374365935,-0.03351005205496638,0.0044892277516012,-1.4691888813320273
W1,forest_plot,ETTm1,336,2,3.215699759782987,3.299295847355752,0.08359608757276504,2.5337554266242543,-0.01814291907018517,0.0017842730374928997,-0.6779491117406049
W1,forest_plot,ETTm1,336,3,3.2289824566546192,3.286489318282439,0.057506861627819816,1.7497960911637356,0.013671195776152167,0.018083028400396398,1.2124587045694317
W1,forest_plot,ETTm1,336,5,3.224410329922048,3.313686662124041,0.08927633220199294,2.694169404199722,-0.004428017664278361,-0.0066531439179897,-0.6150477497743159
W1,forest_plot,ETTm1,336,7,3.2266016627560488,3.30863237414734,0.08203071139129126,2.4792936209007266,-0.018242344577440228,0.004619530030486299,-0.43786733448930004
W1,forest_plot,ETTm1,336,11,3.221451745782145,3.2883611733259763,0.06690942754383133,2.034734751358122,0.0006515569793360543,0.011470718679141099,0.3420957997056109
W1,forest_plot,ETTm1,336,13,3.230096318134533,3.313896172867137,0.08379985473260376,2.5287411059744005,0.016329036991622026,-0.0024078521610714,0.7176737364302516
W1,forest_plot,ETTm1,336,17,3.2245932566507363,3.304752863244328,0.08015960659359189,2.425585510043191,-0.027730049658277967,-0.0041146565311645,-2.3962834960317374
W1,forest_plot,ETTm1,336,19,3.223365363507928,3.3088564717765974,0.08549110826866935,2.5837055489677163,0.014409491564260413,0.0024399446162738005,1.4593992671209606
W1,forest_plot,ETTm1,336,23,3.2239972647851745,3.3269073694586835,0.10291010467350903,3.0932663054653484,-0.01508189705427121,0.0068741534579303,1.864709065541725
W1,forest_plot,ETTm1,720,42,3.324168114102816,3.413453770191615,0.08928565608879913,2.615698412806893,0.004837747056898989,-0.0055545559297172,-0.5897844174324662
W1,forest_plot,ETTm1,720,2,3.307354943979232,3.462669886198176,0.15531494221894437,4.485410025310607,-0.005487342226341285,-0.0026252176065293996,1.2590311459428414
W1,forest_plot,ETTm1,720,3,3.31676151453114,3.395263733318315,0.0785022187871749,2.3121096018791985,-0.007558674754782779,0.0020769322106788,-0.7696807233603036
W1,forest_plot,ETTm1,720,5,3.3106469783445904,3.408373949202185,0.09772697085759452,2.8672608203823984,-0.010688613658279333,-0.0024409722538822,-1.8281417937975148
W1,forest_plot,ETTm1,720,7,3.3349619383691764,3.418640419495748,0.08367848112657139,2.4477122732584444,-0.00781578703026331,0.0053030079328232,0.3374523124283906
W1,forest_plot,ETTm1,720,11,3.312259737334305,3.439880240595756,0.12762050326145102,3.710027510706254,-0.005772513263704981,-0.00360717824088,-0.17948791179282686
W1,forest_plot,ETTm1,720,13,3.334985244237921,3.415999991030548,0.08101474679262699,2.3716260832947555,-0.008632464279904384,-0.00098535916856,-1.7670447585725173
W1,forest_plot,ETTm1,720,17,3.317588209116459,3.4321384579043537,0.11455024878789466,3.3375765632088883,0.005706476545752626,-0.0020827900985652,1.605422958790805
W1,forest_plot,ETTm1,720,19,3.3422390384989384,3.41456499046316,0.07232595196422142,2.1181600633236433,0.006519655897336163,0.0036548621255145996,1.7062475351939468
W1,forest_plot,ETTm1,720,23,3.3152516290551213,3.40463106372096,0.08937943466583853,2.6252311335065697,-0.005293357572648372,0.0026960473787718997,0.22598565259964132
W1,forest_plot,ETTm2,96,42,2.962112394962937,3.155873493361785,0.19376109839884803,6.139697893670783,-0.02197358453316922,-0.0057885552761937995,-1.1917158630605904
W1,forest_plot,ETTm2,96,2,2.950678382072284,3.175199673599145,0.22452129152686107,7.071092044815002,-0.04119845268370381,-0.0101777896575401,-1.70661830001539
W1,forest_plot,ETTm2,96,3,2.952829982008603,3.1889540403875536,0.23612405837895079,7.404435918124886,-0.025996582793297973,-0.0038128602943182997,0.8854980598892777
W1,forest_plot,ETTm2,96,5,2.95963083387972,3.222440215296804,0.262809381417084,8.15560146529756,-0.035544041371614155,0.0013840486876948999,2.221933094100349
W1,forest_plot,ETTm2,96,7,2.954129487213057,3.183128800403926,0.2289993131908692,7.194157935481909,-0.014307870642518816,-0.0144971384227432,-0.25063922706900255
W1,forest_plot,ETTm2,96,11,2.974694494380877,3.1688113896971086,0.19411689531623155,6.125858293345324,-0.021114581329394366,-0.005229786475795899,-1.0682734374815706
W1,forest_plot,ETTm2,96,13,2.9465238877769573,3.198022117905655,0.25149823012869765,7.864180448301613,-0.028811593276819036,-0.0033588546527288004,1.5042577636439158
W1,forest_plot,ETTm2,96,17,2.9605132833272063,3.1893454800420185,0.22883219671481214,7.174895229970425,-0.06759156382058329,-0.0079786061402522,-3.0794870060352046
W1,forest_plot,ETTm2,96,19,2.956160504073195,3.1839575436795027,0.22779703960630782,7.154525036255882,-0.02843244908853204,0.0080501179001929,2.1080676785208246
W1,forest_plot,ETTm2,96,23,2.9548115430400657,3.17101558073,0.21620403768993413,6.8181323044827735,-0.036869570244766114,0.005533685130054799,0.5769772375074027
W1,forest_plot,ETTm2,192,42,3.3365000623431174,3.604079287724818,0.2675792253817004,7.424343473603706,-0.016762596916098826,-0.0056001674817541,-1.3968265897359964
W1,forest_plot,ETTm2,192,2,3.333059887796378,3.60205644046297,0.2689965526665916,7.467860571113585,-0.013395835601704209,0.00159112222516,0.5140586233151607
W1,forest_plot,ETTm2,192,3,3.3296009784629224,3.551772311886132,0.22217133342320983,6.2552245446507255,-0.13408815171176813,-0.0042833509492831,-6.154657077328251
W1,forest_plot,ETTm2,192,5,3.336887054735964,3.634771922012278,0.2978848672763137,8.195421161705218,-0.0032701227099162233,0.005466142836880197,2.9090369103750255
W1,forest_plot,ETTm2,192,7,3.3186128462272504,3.6152327922403344,0.29661994601308406,8.204726031743887,-0.018798677951222587,0.008340608887343299,3.2015457524803113
W1,forest_plot,ETTm2,192,11,3.366661367003043,3.621638087373321,0.25497672037027774,7.040369971236018,-0.015192972912353775,0.0023105239944467,-0.051666520094095725
W1,forest_plot,ETTm2,192,13,3.313194346080885,3.618741782908754,0.3055474368278688,8.443471658325093,-0.057687973234950785,-0.0028443187916828,-0.1883947368643284
W1,forest_plot,ETTm2,192,17,3.360755388406107,3.6421859080058727,0.2814305195997657,7.726967450539924,-0.01921402050446286,0.0022255707284222002,0.9297434523362104
W1,forest_plot,ETTm2,192,19,3.3282063792133925,3.601639422011049,0.27343304279765634,7.591904984341253,-0.03132221536343316,-3.7133430361999467e-06,-0.15983931063450735
W1,forest_plot,ETTm2,192,23,3.332678317245058,3.588276019550401,0.25559770230534307,7.123133808902711,-0.010649048956530183,0.0030971771790489003,0.39699949615047947
W1,forest_plot,ETTm2,336,42,3.666264439686727,4.006524962988841,0.3402605233021143,8.49265951030746,0.007417868099957925,0.0057065870746215,0.38862908903100707
W1,forest_plot,ETTm2,336,2,3.700033579493554,3.982336263218148,0.2823026837245939,7.0888710813301214,0.017571364452863225,0.0053880734489283,-1.641698812107009
W1,forest_plot,ETTm2,336,3,3.707408632578947,4.003650430089698,0.2962417975107505,7.399292287966149,0.011718962747263584,0.0034439923840259004,-1.775378558732445
W1,forest_plot,ETTm2,336,5,3.7112737563527007,4.017647912768933,0.3063741564162319,7.625709446626972,0.031069118135365947,-0.0063604873181202,-2.4859016290237497
W1,forest_plot,ETTm2,336,7,3.712760525691143,4.019219715438767,0.30645918974762454,7.624842915913324,0.07238281797056723,0.0041185030068736,1.6013126616589548
W1,forest_plot,ETTm2,336,11,3.692653739895095,4.037162289505667,0.344508549610572,8.533433260934267,-0.010073275683151972,-0.004647034875264,-2.485831146650232
W1,forest_plot,ETTm2,336,13,3.6899756187315775,4.034082171910553,0.34410655317897554,8.529983736449415,0.043356894656437994,0.0101564372404256,3.0528039747419875
W1,forest_plot,ETTm2,336,17,3.672010573461265,4.00929087240631,0.33728029894504497,8.412467682660672,0.02979433058260683,0.0071231282886871005,1.5896535920412993
W1,forest_plot,ETTm2,336,19,3.689349987391786,4.032437881398049,0.3430878940062625,8.50820035167693,0.019027942611401616,0.002683749181960689,0.33998717399196965
W1,forest_plot,ETTm2,336,23,3.6668690423314,4.022568929305702,0.35569988697430244,8.842605141776811,0.01437641274510082,0.0061585500409447,1.4164236550481983
W1,forest_plot,ETTm2,720,42,4.091216490014194,4.358931542814855,0.26771505280066155,6.141758597745262,-0.004165596522636594,-0.0022929116705954003,-0.09246062212280004
W1,forest_plot,ETTm2,720,2,4.102219534427988,4.459455948905594,0.35723641447760635,8.010762267206083,-0.03716220330343978,-0.0027908398391215004,-0.7910804984356455
W1,forest_plot,ETTm2,720,3,4.115549300879973,4.351713058086091,0.2361637572061177,5.426914735733608,-0.010349819278580585,0.007025056823803,0.8835411205584454
